volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
njp.32101067628436,rev,known,1856,1813,m,uk,34606,0.0492889248059,"Aytoun, William Edmondstoune,",Bothwell,WR,reviewed,1
wu.89098029051,not,obscure,1886,1839,f,us,24996,0.0160008812411,"Henry, S. M. I.",The marble cross,,random,0
loc.ark+=13960=t0wq0dz13,not,obscure,1872,0,m,us,16251,0.0280786842885,"Armstrong, J. A.",Harvest,,random,0
uc2.ark+=13960=t8gf0nw9p,rev,obscure,1871,1837,m,uk,61986,0.148325415966,"McHenry, George.",Time and eternity,ATL,reviewed,1
njp.32101051387882,not,obscure,1856,0,,uk,9161,0.350229319809,"Charlesworth, E. G.",Poems,,random,0
uc2.ark+=13960=t7pn9f10q,rev,known,1874,1803,m,uk,42215,0.909441223987,"Lytton, Edward Robert Bulwer Lytton,",Fables in song,FR,reviewed,1
uc2.ark+=13960=t1hh6hq8n,not,obscure,1825,1799,m,uk,34237,0.517606830396,"Hervey, Thomas Kibble,",The poetical sketch-book,,random,0
hardywessexpoems1898,addedbecausecanon,known,1898,1840,m,uk,15001,0.684380466621,"Hardy, Thomas",Wessex Poems,,"Norton, added",0
njp.32101025285659,rev,known,1862,1819,m,uk,40898,0.816601956917,"Clough, Arthur Hugh,",Poems,BM,reviewed,1
uc1.b4101575,rev,known,1915,1885,m,us,14720,0.94070244956,"Percy, William Alexander,",Sappho in Levkas,PMV,reviewed,1
dul1.ark+=13960=t75t4h116,rev,known,1867,1822,m,uk,30155,0.971789193964,"Arnold, Matthew,",New poems,FR,"Norton, in-set",1
njp.32101068176328,rev,known,1868,1820,f,us,19728,0.905192372405,"Cary, Alice,",A lover's diary,ATL,reviewed,1
uc1.b182449,rev,known,1877,1840,m,uk,20454,0.987069458496,"Dobson, Austin,","Proverbs in porcelain, and other verses",COR,reviewed,1
uc2.ark+=13960=t9w08xj0q,rev,known,1884,1861,f,us,10314,0.958504840994,"Guiney, Louise Imogen,",Songs at the start,ATL,reviewed,1
njp.32101073982710,rev,known,1853,1806,f,uk,78657,0.803773209547,"Browning, Elizabeth Barrett,",Poems,WR,"Norton, in-set",1
uc2.ark+=13960=t1bk19943,not,obscure,1840,0,m,uk,31206,0.00121736479604,"Landreth, Peter.",The poet: The infidel,,random,0
uc1.b273058,not,obscure,1878,1825,m,us,30109,0.0154329823975,"Poston, Charles D.",Apache-land,,random,0
uc2.ark+=13960=t5fb55w84,rev,known,1878,1837,m,uk,28770,0.99949718953,"Swinburne, Algernon Charles,","Poems and ballads, second series",FR,"Norton, in-set",1
uc1.b4107944,rev,known,1896,1830,f,uk,57084,0.958239064858,"Rossetti, Christina Georgina,",New poems by Christina Rossetti,BM,"Norton, in-set",1
loc.ark+=13960=t13n30w9p,not,obscure,1917,1888,f,us,9111,0.346656450155,"Andrews, Edith Fargo.",Vagrant visions,,random,0
mdp.39015004731116,rev,known,1869,1812,m,uk,77598,0.896716935314,"Browning, Robert,",The ring and the book,FR,"Norton, in-set",1
uc2.ark+=13960=t8x926w5s,not,obscure,1872,1828,m,uk,21489,0.935580808735,"Sawyer, William Kingston,",The legend of Phyllis,,random,0
njp.32101068138765,rev,known,1844,1806,f,uk,37594,0.97700810528,"Browning, Elizabeth Barrett,",A drama of exile,WR,"Norton, in-set",1
loc.ark+=13960=t3320dh5b,not,obscure,1867,0,,,8828,0.879188469933,"[D'Arusmont, William E. Guthrie] [from old catalog]",The betrothed,,random,0
loc.ark+=13960=t3cz3pj65,not,obscure,1873,1820,m,us,6179,0.0504158768326,"Case, Leonard,",Treasure trove;,,random,0
uva.x030800890,rev,known,1843,1798,m,uk,20470,0.372264053178,"Moir, D. M.",Domestic verses,BM,reviewed,1
loc.ark+=13960=t4zg76m6h,rev,known,1901,1869,m,us,17507,0.267305514017,"Moody, William Vaughn,",Poems,ATL,reviewed,1
njp.32101067172872,rev,known,1914,1886,m,uk,13705,0.814988189512,"Sassoon, Siegfried,",The old huntsman,PMV,"Norton, in-set",1
loc.ark+=13960=t10p1hx6j,rev,known,1916,1878,m,us,5755,0.946486195475,"Arensberg, Walter,",Idols,PMV,reviewed,1
loc.ark+=13960=t4xh06r18,not,known,1855,1836,m,us,12493,0.53755495187,"Winter, William,",Poems,,random,0
loc.ark+=13960=t7wm1th1h,not,obscure,1902,1819,m,us,14767,0.0302284595462,"McClintick, William Trimble. [from old catalog]",Verses written during a busy lawyer's life,,random,0
mdp.39015063931565,rev,known,1845,1813,m,us,17984,0.333677939601,"Hirst, Henry Beck,",The coming of the mammoth,GrM,reviewed,1
uc1.b182952,rev,known,1838,1745,m,uk,52110,0.0974590470934,"Morris, Charles,",Lyra urbanica;,BM,reviewed,1
uc2.ark+=13960=t7kp7vd46,not,obscure,1878,1850,m,us,46793,0.616336710429,"Brunton, William,",Daisies,,random,0
mdp.39015048398518,rev,known,1868,1801,m,uk,39897,0.407080609745,"Newman, John Henry,",Verses on various occasions,BM,"Norton, in-set",1
uc2.ark+=13960=t05x2b429,not,obscure,1821,0,f,uk,30542,0.00666131132068,"Garrington, Eliza.",Spiritual recreations in the chamber of affliction,,random,0
mdp.39015063947066,not,obscure,1887,1855,m,us,7385,7.23066590416e-06,"O'Hagan, Thomas,",A gate of flowers,,random,0
uc2.ark+=13960=t9h41kd1k,rev,known,1900,1825,f,us,10421,0.59645218148,"Dorr, Julia C. R.",Afterglow;,ATL,reviewed,1
uc2.ark+=13960=t6736rz12,rev,known,1855,1824,m,uk,26193,0.984678827051,"Allingham, William,",Day and night songs; and The music-master,ER,reviewed,1
nyp.33433082171996,not,obscure,1880,1836,m,us,37809,0.00250857383736,"Goddard, Sextus P.","Buds, briars and berries",,random,0
