volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
njp.32101067628436,rev,known,1856,1813,m,uk,34606,0.148134321694,"Aytoun, William Edmondstoune,",Bothwell,WR,reviewed,1
wu.89098029051,not,obscure,1886,1839,f,us,24996,0.000416539287392,"Henry, S. M. I.",The marble cross,,random,0
loc.ark+=13960=t0wq0dz13,not,obscure,1872,0,m,us,16251,0.0345949557933,"Armstrong, J. A.",Harvest,,random,0
uc2.ark+=13960=t8gf0nw9p,rev,obscure,1871,1837,m,uk,61986,0.188508694851,"McHenry, George.",Time and eternity,ATL,reviewed,1
njp.32101051387882,not,obscure,1856,0,,uk,9161,0.0872604107986,"Charlesworth, E. G.",Poems,,random,0
uc2.ark+=13960=t7pn9f10q,rev,known,1874,1803,m,uk,42215,0.781969659238,"Lytton, Edward Robert Bulwer Lytton,",Fables in song,FR,reviewed,1
uc2.ark+=13960=t1hh6hq8n,not,obscure,1825,1799,m,uk,34237,0.0145028686448,"Hervey, Thomas Kibble,",The poetical sketch-book,,random,0
hardywessexpoems1898,addedbecausecanon,known,1898,1840,m,uk,15001,0.929381586091,"Hardy, Thomas",Wessex Poems,,"Norton, added",0
njp.32101025285659,rev,known,1862,1819,m,uk,40898,0.435133478717,"Clough, Arthur Hugh,",Poems,BM,reviewed,1
uc1.b4101575,rev,known,1915,1885,m,us,14720,0.994051951812,"Percy, William Alexander,",Sappho in Levkas,PMV,reviewed,1
dul1.ark+=13960=t75t4h116,rev,known,1867,1822,m,uk,30155,0.997671446214,"Arnold, Matthew,",New poems,FR,"Norton, in-set",1
njp.32101068176328,rev,known,1868,1820,f,us,19728,0.996312426856,"Cary, Alice,",A lover's diary,ATL,reviewed,1
uc1.b182449,rev,known,1877,1840,m,uk,20454,0.995495025972,"Dobson, Austin,","Proverbs in porcelain, and other verses",COR,reviewed,1
