volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
uc2.ark+=13960=t40r9pj9p,not,obscure,1867,0,f,uk,65657,4.58328753577e-05,"Sawers, Eliza.",Under a cloud,,random,0
uva.x030758864,rev,known,1892,1858,m,us,15012,0.113587762285,"Lüders, Charles Henry,",The dead nymph,ATL,reviewed,1
uc1.b166335,rev,known,1847,1775,m,uk,52107,0.998832190482,"Landor, Walter Savage,",The Hellenics of Walter Savage Landor,ER,reviewed,1
uc2.ark+=13960=t8bg2n21x,rev,known,1889,1861,f,uk,7864,0.963370304508,"Levy, Amy,",A London plane-tree,BM,reviewed,1
njp.32101067646750,rev,known,1864,1835,f,us,16221,0.0577058434268,"Hooper, Lucy Hamilton,",Poems;,ATL,reviewed,1
wu.89098029051,not,obscure,1886,1839,f,us,24996,0.00277412871039,"Henry, S. M. I.",The marble cross,,random,0
nyp.33433004008284,not,obscure,1856,1812,m,us,21886,0.00478705495792,"Prime, Samuel Irenæus",The smitten household,,random,0
loc.ark+=13960=t00z7rp24,not,obscure,1868,0,,,2273,0.0534979925491,anonymous6,The San Francisco fairy,,random,0
nyp.33433069354185,not,obscure,1896,1845,m,us,20612,0.0266496212932,"Pitcher, James,",The hermit of Moss Pond,,random,0
loc.ark+=13960=t03x8vs4n,not,obscure,1871,0,,,1194,0.524920807593,"Wallace, E. D.",England's last queen,,random,0
loc.ark+=13960=t77s85d09,not,obscure,1901,1855,m,us,10155,0.0156940943028,"Dunham, Sam C.",The goldsmith of Nome,,random,0
nyp.33433082171996,not,obscure,1880,1836,m,us,37809,0.000213176583353,"Goddard, Sextus P.","Buds, briars and berries",,random,0
nyp.33433076026321,not,obscure,1846,0,m,us,50891,0.0056315061103,"White, Albert.","Sacred poems, poems of love & romance, humorous and narrative poems",,random,0
nyp.33433075824668,not,obscure,1853,0,m,us,18777,0.0236646139222,"Hagen, John Cole.","Foot-prints of truth; or, Voice of humanity",,random,0
nyp.33433074819172,rev,known,1868,1840,m,us,43095,0.168200171441,"Wright, William Bull,",Highland rambles: a poem,ATL,reviewed,1
nyp.33433074844253,rev,obscure,1905,1876,f,uk,13496,0.999642360068,"Clifford, Ethel.",Love's journey,FR,reviewed,1
uc1.b182492,not,obscure,1893,1822,m,us,15885,0.0487364538702,"Hale, Edward Everett,",For fifty years;,,random,0
njp.32101066457894,not,obscure,1871,1834,f,us,29268,0.0049514335037,"Cooke, Belle W.",Tears and victory,,random,0
inu.32000000641847,rev,known,1880,1834,m,uk,29847,0.999223984034,"Thomson, James,",The city of dreadful night,FR,reviewed,1
loc.ark+=13960=t91846423,not,obscure,1901,1876,m,us,7938,0.122739148441,"Smith, Robinson,",The soul-at-arms and other poems,,random,0
loc.ark+=13960=t5t72zr45,not,obscure,1879,1863,f,us,7636,0.983849279412,"Eastman, Elaine Goodale,",In Berkshire with the wild flowers,,random,0
nyp.33433082128426,not,obscure,1893,1867,m,us,31791,0.00637532791271,"Currie, George G.",How I once felt,,random,0
uc1.b273058,not,obscure,1878,1825,m,us,30109,0.00970747845932,"Poston, Charles D.",Apache-land,,random,0
hvd.hx5ei3,not,obscure,1842,1787,m,us,44315,0.000115810814442,"Foster, Nathan Lanesford,",The last of his family;,,random,0
nyp.33433066640792,rev,known,1870,1830,f,us,18900,0.999983563468,"Jackson, Helen Hunt,",Verses,ATL,reviewed,1
