volid,reviewed,obscure,pubdate,birthdate,gender,nation,allwords,logistic,author,title,pubname,actually,realclass
uc2.ark+=13960=t40r9pj9p,not,obscure,1867,0,f,uk,65657,0.0166435505859,"Sawers, Eliza.",Under a cloud,,random,0
uva.x030758864,rev,known,1892,1858,m,us,15012,0.750039190201,"Lüders, Charles Henry,",The dead nymph,ATL,reviewed,1
uc1.b166335,rev,known,1847,1775,m,uk,52107,0.898323110126,"Landor, Walter Savage,",The Hellenics of Walter Savage Landor,ER,reviewed,1
uc2.ark+=13960=t8bg2n21x,rev,known,1889,1861,f,uk,7864,0.901258694329,"Levy, Amy,",A London plane-tree,BM,reviewed,1
njp.32101067646750,rev,known,1864,1835,f,us,16221,0.157586074003,"Hooper, Lucy Hamilton,",Poems;,ATL,reviewed,1
wu.89098029051,not,obscure,1886,1839,f,us,24996,0.172389278072,"Henry, S. M. I.",The marble cross,,random,0
nyp.33433004008284,not,obscure,1856,1812,m,us,21886,0.166227433813,"Prime, Samuel Irenæus",The smitten household,,random,0
loc.ark+=13960=t00z7rp24,not,obscure,1868,0,,,2273,0.220042509423,anonymous6,The San Francisco fairy,,random,0
nyp.33433069354185,not,obscure,1896,1845,m,us,20612,0.185458946504,"Pitcher, James,",The hermit of Moss Pond,,random,0
loc.ark+=13960=t03x8vs4n,not,obscure,1871,0,,,1194,0.861326245832,"Wallace, E. D.",England's last queen,,random,0
loc.ark+=13960=t77s85d09,not,obscure,1901,1855,m,us,10155,0.15441333833,"Dunham, Sam C.",The goldsmith of Nome,,random,0
nyp.33433082171996,not,obscure,1880,1836,m,us,37809,0.060968914575,"Goddard, Sextus P.","Buds, briars and berries",,random,0
nyp.33433076026321,not,obscure,1846,0,m,us,50891,0.211547805788,"White, Albert.","Sacred poems, poems of love & romance, humorous and narrative poems",,random,0
nyp.33433075824668,not,obscure,1853,0,m,us,18777,0.14189309974,"Hagen, John Cole.","Foot-prints of truth; or, Voice of humanity",,random,0
nyp.33433074819172,rev,known,1868,1840,m,us,43095,0.650439279026,"Wright, William Bull,",Highland rambles: a poem,ATL,reviewed,1
nyp.33433074844253,rev,obscure,1905,1876,f,uk,13496,0.844568749179,"Clifford, Ethel.",Love's journey,FR,reviewed,1
